user_id,trainer_id,week_id,impressions,clicks,video_views,avg_watch_time,likes,label
10,124,1,2,1,1,0.74,1,1
10,827,1,4,1,1,0.64,1,1
10,121,1,5,2,2,0.78,0,1
10,429,1,4,1,1,0.99,0,1
11,745,1,4,3,3,0.98,1,1
11,656,1,3,1,1,0.93,0,1
11,34,1,4,0,1,0.24,1,0
11,581,1,1,1,1,0.76,0,1
12,33,1,1,0,0,0.41,0,0
12,602,1,4,2,2,0.8,1,1
12,431,1,5,0,1,0.08,0,0
12,786,1,4,1,1,0.77,0,1
12,267,1,2,1,1,0.76,1,1
13,244,1,2,0,0,0.4,0,0
13,323,1,5,2,2,0.91,0,1
13,9,1,3,1,1,0.75,0,1
13,745,1,1,0,1,0.16,0,0
13,635,1,1,0,0,0.42,0,0
13,813,1,3,1,1,0.62,1,1
13,63,1,4,2,2,0.95,1,1
13,370,1,5,2,2,0.64,0,1
14,756,1,4,1,1,0.64,1,1
14,501,1,3,3,3,0.69,1,1
14,308,1,5,2,2,0.85,0,1
14,145,1,1,0,0,0.49,0,0
14,352,1,1,1,1,0.78,1,1
15,421,1,4,1,1,0.74,0,1
15,962,1,2,1,1,0.79,0,1
15,242,1,3,1,1,0.68,0,1
15,882,1,3,0,0,0.37,0,0
15,881,1,4,2,2,0.68,2,1
15,946,1,3,1,1,0.97,1,1
16,123,1,1,0,0,0.04,0,0
16,475,1,4,2,2,0.96,1,1
16,810,1,1,0,0,0.47,0,0
17,11,1,5,1,1,0.67,0,1
17,631,1,5,3,3,0.95,2,1
17,915,1,2,1,1,0.96,1,1
17,227,1,3,1,1,0.71,0,1
17,474,1,5,1,1,0.94,0,1
17,988,1,3,0,0,0.34,0,0
17,60,1,1,0,0,0.08,0,0
17,882,1,4,1,1,0.64,0,1
18,38,1,5,2,2,0.87,0,1
18,291,1,4,0,2,0.35,1,0
18,735,1,5,0,1,0.02,0,0
18,844,1,3,2,2,0.78,0,1
18,569,1,5,0,1,0.28,0,0
19,673,1,5,0,0,0.39,0,0
19,101,1,1,0,0,0.34,0,0
19,519,1,2,0,1,0.22,0,0
20,440,1,1,0,1,0.02,1,0
20,85,1,4,0,0,0.21,0,0
20,370,1,3,0,1,0.26,0,0
21,606,1,3,0,1,0.28,0,0
21,927,1,5,1,1,0.84,0,1
21,884,1,3,0,1,0.23,1,0
21,513,1,2,0,0,0.49,0,0
22,699,1,2,2,2,0.96,1,1
22,952,1,5,3,3,0.73,1,1
22,670,1,5,0,1,0.36,1,0
23,459,1,4,2,2,0.64,0,1
23,248,1,5,1,1,0.66,1,1
23,726,1,1,1,1,0.62,0,1
23,680,1,1,1,1,0.89,1,1
24,963,1,1,0,1,0.32,0,0
24,512,1,2,0,2,0.1,1,0
25,818,1,3,1,1,0.84,0,1
25,201,1,4,0,1,0.47,0,0
25,486,1,5,3,3,0.74,0,1
25,285,1,4,1,1,0.8,0,1
26,427,1,2,0,1,0.13,1,0
26,82,1,5,0,2,0.05,0,0
27,903,1,5,1,1,0.81,0,1
27,21,1,2,0,1,0.09,0,0
27,233,1,3,2,2,0.82,1,1
27,98,1,5,0,1,0.23,0,0
27,340,1,3,1,1,0.75,0,1
28,731,1,2,0,0,0.45,0,0
28,928,1,4,2,2,0.99,2,1
28,575,1,5,3,3,0.95,3,1
28,242,1,3,2,2,0.86,1,1
29,756,1,5,1,1,0.97,0,1
29,713,1,3,1,1,0.98,0,1
29,198,1,5,2,2,0.64,0,1
30,423,1,5,0,0,0.32,0,0
30,851,1,5,2,2,0.83,0,1
30,70,1,4,1,1,0.62,0,1
30,578,1,5,1,1,0.86,1,1
30,482,1,3,2,2,0.99,2,1
30,704,1,4,2,2,0.98,1,1
31,953,1,1,0,0,0.4,0,0
31,71,1,3,0,0,0.04,0,0
32,423,1,3,1,1,0.94,0,1
32,577,1,1,0,1,0.38,0,0
32,153,1,4,0,1,0.21,0,0
32,467,1,5,3,3,0.77,2,1
33,690,1,3,2,2,0.88,2,1
33,252,1,1,1,1,0.77,0,1
33,425,1,5,0,0,0.25,0,0
33,843,1,4,0,0,0.15,0,0
33,465,1,3,0,0,0.06,0,0
34,688,1,5,3,3,0.71,2,1
34,719,1,5,2,2,0.89,1,1
34,177,1,2,1,1,0.7,0,1
35,186,1,1,0,0,0.08,0,0
35,644,1,5,1,1,0.81,1,1
35,777,1,4,3,3,0.61,1,1
35,623,1,2,1,1,0.81,1,1
35,467,1,5,0,1,0.33,0,0
36,282,1,5,1,1,0.82,0,1
36,629,1,4,3,3,0.92,0,1
36,294,1,2,0,1,0.04,1,0
36,185,1,2,2,2,0.95,1,1
37,829,1,1,0,0,0.45,0,0
37,363,1,5,3,3,0.63,1,1
37,589,1,1,0,0,0.28,0,0
37,88,1,2,0,0,0.38,0,0
38,262,1,1,0,1,0.04,0,0
38,117,1,4,2,2,0.63,1,1
38,957,1,3,1,1,0.99,1,1
38,689,1,4,0,1,0.35,0,0
38,702,1,2,1,1,0.63,0,1
38,59,1,4,1,1,0.98,0,1
38,332,1,2,2,2,0.98,1,1
39,826,1,4,0,1,0.35,1,0
39,562,1,5,2,2,0.92,2,1
39,742,1,5,1,1,0.94,0,1
39,218,1,4,2,2,0.69,2,1
39,973,1,1,0,0,0.07,0,0
40,929,1,2,0,0,0.32,0,0
40,319,1,5,2,2,0.66,1,1
40,514,1,2,1,1,0.78,0,1
40,111,1,5,1,1,0.68,0,1
40,440,1,3,2,2,0.82,0,1
41,102,1,4,4,4,0.88,2,1
41,377,1,5,2,2,0.88,0,1
41,388,1,4,1,1,0.91,0,1
41,515,1,3,1,1,0.93,0,1
41,136,1,2,1,1,0.79,0,1
42,829,1,4,2,2,0.69,0,1
42,492,1,5,1,1,0.79,0,1
42,867,1,3,3,3,0.68,1,1
42,985,1,5,0,1,0.07,0,0
42,543,1,3,0,0,0.09,0,0
43,482,1,3,1,1,0.64,0,1
43,101,1,5,1,1,0.99,0,1
43,353,1,4,1,1,0.7,1,1
44,466,1,2,1,1,0.67,1,1
44,827,1,2,0,0,0.33,0,0
44,896,1,3,0,1,0.33,0,0
44,908,1,5,1,1,0.78,0,1
45,117,1,3,1,1,1.0,0,1
46,64,1,2,2,2,0.8,0,1
46,886,1,3,3,3,0.95,1,1
46,746,1,3,2,2,0.87,0,1
47,900,1,2,1,1,0.71,0,1
47,36,1,4,2,2,0.86,1,1
47,672,1,3,1,1,0.71,0,1
47,166,1,4,1,1,0.9,0,1
47,188,1,3,0,0,0.27,0,0
47,513,1,5,1,1,0.8,0,1
47,19,1,3,2,2,0.91,0,1
47,289,1,3,0,1,0.43,0,0
47,709,1,1,1,1,0.62,0,1
47,723,1,5,1,1,0.89,0,1
47,137,1,5,1,1,0.61,0,1
48,465,1,4,0,0,0.04,0,0
48,919,1,4,0,2,0.34,1,0
48,230,1,3,0,0,0.11,0,0
48,126,1,2,1,1,0.99,1,1
48,163,1,3,0,0,0.01,0,0
48,646,1,1,0,0,0.14,0,0
48,518,1,3,0,0,0.2,0,0
48,361,1,1,1,1,0.66,0,1
48,462,1,3,1,1,0.83,0,1
49,847,1,4,0,2,0.27,0,0
49,188,1,3,0,0,0.44,0,0
49,136,1,4,1,1,0.84,0,1
49,758,1,2,0,0,0.21,0,0
49,433,1,2,2,2,0.64,0,1
49,746,1,5,2,2,0.63,0,1
50,528,1,3,0,0,0.18,0,0
50,84,1,5,1,1,0.64,0,1
50,163,1,3,1,1,0.73,0,1
50,466,1,2,0,2,0.16,1,0
50,372,1,1,0,0,0.29,0,0
50,287,1,5,0,0,0.49,0,0
50,474,1,5,2,2,0.86,1,1
50,896,1,2,0,1,0.14,0,0
51,521,1,2,2,2,0.79,1,1
51,892,1,1,1,1,0.98,0,1
51,921,1,5,3,3,0.67,1,1
51,191,1,2,0,0,0.13,0,0
52,745,1,2,2,2,0.81,0,1
52,754,1,1,1,1,0.82,0,1
52,282,1,1,0,0,0.37,0,0
52,969,1,4,1,1,0.64,1,1
52,783,1,3,1,1,0.65,0,1
52,241,1,4,2,2,0.74,1,1
52,544,1,1,0,0,0.38,0,0
53,685,1,2,0,1,0.34,0,0
53,152,1,1,0,0,0.25,0,0
53,245,1,5,1,1,0.96,0,1
53,385,1,2,0,0,0.02,0,0
53,197,1,4,2,2,0.65,0,1
53,874,1,4,2,2,0.91,0,1
54,211,1,4,2,2,0.69,0,1
54,350,1,2,0,2,0.27,0,0
54,688,1,3,1,1,0.99,1,1
54,849,1,3,0,1,0.42,0,0
54,713,1,3,1,1,0.78,0,1
54,64,1,1,0,0,0.13,0,0
54,652,1,1,0,1,0.34,0,0
55,873,1,5,2,2,0.72,0,1
55,516,1,2,1,1,0.82,0,1
55,796,1,5,0,3,0.22,1,0
55,858,1,1,0,1,0.07,0,0
55,935,1,2,0,1,0.18,0,0
55,492,1,4,1,1,0.72,1,1
56,349,1,2,2,2,0.83,1,1
56,511,1,1,0,1,0.21,0,0
56,469,1,4,2,2,0.9,2,1
56,771,1,4,2,2,0.66,0,1
56,60,1,2,0,0,0.39,0,0
56,500,1,3,2,2,0.98,1,1
57,318,1,1,1,1,0.65,1,1
57,943,1,1,0,0,0.32,0,0
58,258,1,3,0,0,0.2,0,0
58,289,1,5,1,1,0.77,1,1
58,683,1,5,2,2,0.73,0,1
58,331,1,1,0,0,0.24,0,0
58,400,1,3,0,0,0.13,0,0
58,755,1,3,2,2,0.92,1,1
58,909,1,4,1,1,0.92,1,1
59,500,1,5,3,3,0.83,2,1
59,897,1,5,1,1,0.89,0,1
59,127,1,4,1,1,0.63,1,1
59,759,1,2,1,1,0.79,0,1
60,153,1,5,1,1,0.83,1,1
60,533,1,4,1,1,0.98,1,1
60,269,1,3,1,1,0.61,0,1
60,727,1,2,0,0,0.19,0,0
61,473,1,1,0,0,0.25,0,0
61,123,1,3,0,1,0.11,0,0
62,212,1,2,0,0,0.47,0,0
62,713,1,4,2,2,0.91,0,1
62,663,1,3,1,1,0.84,1,1
62,865,1,2,2,2,0.68,1,1
63,455,1,1,1,1,0.81,1,1
63,170,1,3,1,1,0.68,0,1
63,133,1,3,0,1,0.39,1,0
64,615,1,5,1,1,0.63,1,1
64,700,1,2,0,0,0.38,0,0
64,486,1,2,1,1,0.75,0,1
64,948,1,5,2,2,0.92,0,1
64,323,1,4,1,1,0.76,1,1
64,269,1,4,1,1,0.74,1,1
64,808,1,5,1,1,0.7,1,1
64,128,1,3,0,0,0.07,0,0
65,992,1,1,0,1,0.22,1,0
65,533,1,4,2,2,0.76,0,1
65,160,1,1,0,0,0.38,0,0
65,876,1,2,0,0,0.32,0,0
66,560,1,2,2,2,0.96,1,1
66,638,1,4,0,2,0.46,0,0
66,713,1,3,1,1,1.0,0,1
66,424,1,2,0,1,0.24,1,0
66,800,1,1,0,0,0.25,0,0
66,169,1,3,1,1,0.61,0,1
66,66,1,4,0,1,0.48,0,0
67,527,1,2,1,1,0.68,0,1
67,850,1,4,1,1,0.92,1,1
67,701,1,3,1,1,0.98,1,1
67,525,1,3,2,2,0.93,0,1
67,406,1,3,2,2,0.99,2,1
67,79,1,5,2,2,0.69,1,1
67,120,1,5,1,1,0.68,0,1
67,373,1,1,0,0,0.48,0,0
67,118,1,3,1,1,0.81,0,1
68,176,1,3,1,1,0.71,0,1
68,376,1,2,0,0,0.22,0,0
68,381,1,1,0,1,0.16,0,0
68,535,1,1,0,0,0.04,0,0
68,623,1,4,2,2,0.77,0,1
68,728,1,3,1,1,0.91,1,1
68,894,1,2,0,0,0.08,0,0
69,937,1,4,1,1,0.61,0,1
69,994,1,5,1,1,0.98,0,1
69,752,1,3,0,3,0.24,0,0
69,846,1,1,0,0,0.43,0,0
69,249,1,3,0,3,0.03,1,0
69,533,1,3,1,1,0.82,0,1
69,29,1,5,2,2,0.77,0,1
70,600,1,2,1,1,0.72,0,1
70,829,1,2,1,1,0.61,0,1
70,557,1,2,2,2,0.88,0,1
72,713,1,4,1,1,0.83,0,1
72,308,1,2,1,1,0.62,0,1
73,198,1,4,0,1,0.27,0,0
73,16,1,5,3,3,0.98,1,1
73,417,1,3,0,1,0.16,0,0
73,90,1,4,2,2,1.0,0,1
73,385,1,5,2,2,0.63,0,1
73,429,1,4,0,0,0.29,0,0
73,535,1,5,2,2,0.78,1,1
73,742,1,2,0,1,0.18,0,0
73,50,1,2,0,0,0.22,0,0
74,527,1,5,1,1,0.94,0,1
74,479,1,1,0,0,0.46,0,0
74,371,1,5,1,1,0.7,0,1
74,91,1,4,1,1,0.9,1,1
75,414,1,5,1,1,0.64,1,1
75,268,1,3,1,1,0.62,0,1
76,667,1,1,0,0,0.1,0,0
76,610,1,5,1,1,0.8,0,1
76,558,1,1,0,1,0.41,0,0
77,387,1,1,0,0,0.32,0,0
77,398,1,5,2,2,0.84,0,1
77,165,1,5,2,2,0.97,2,1
77,190,1,2,1,1,0.94,1,1
77,200,1,5,0,1,0.15,0,0
77,993,1,5,3,3,0.99,2,1
77,474,1,2,2,2,0.92,1,1
77,455,1,2,1,1,0.89,1,1
78,569,1,3,1,1,0.83,0,1
78,501,1,5,0,0,0.46,0,0
78,237,1,4,1,1,0.77,1,1
78,425,1,1,0,1,0.34,0,0
79,36,1,2,1,1,0.91,1,1
80,934,1,5,1,1,0.95,0,1
80,221,1,4,1,1,0.77,1,1
80,418,1,1,0,0,0.36,0,0
80,825,1,5,0,0,0.38,0,0
81,69,1,4,1,1,0.84,0,1
81,369,1,1,1,1,0.73,0,1
81,714,1,4,1,1,0.89,1,1
81,804,1,2,2,2,0.8,1,1
81,532,1,5,2,2,0.65,1,1
82,390,1,4,1,1,0.77,1,1
82,298,1,4,0,0,0.25,0,0
83,885,1,5,1,1,0.66,1,1
83,980,1,1,1,1,0.99,0,1
83,711,1,5,2,2,0.67,1,1
83,682,1,4,0,0,0.35,0,0
83,548,1,3,0,1,0.31,0,0
84,795,1,1,0,1,0.09,0,0
84,29,1,4,1,1,0.69,0,1
84,406,1,3,0,0,0.08,0,0
84,503,1,1,0,0,0.35,0,0
84,959,1,2,1,1,0.74,0,1
85,953,1,5,2,2,0.84,1,1
85,96,1,1,0,0,0.43,0,0
85,420,1,1,0,0,0.05,0,0
85,284,1,4,2,2,0.64,1,1
85,403,1,3,0,1,0.32,0,0
85,629,1,1,0,0,0.31,0,0
85,934,1,5,0,0,0.03,0,0
85,734,1,1,0,1,0.19,0,0
85,231,1,1,1,1,0.86,1,1
87,408,1,4,0,2,0.22,0,0
87,557,1,1,0,0,0.28,0,0
87,726,1,3,1,1,0.72,1,1
87,98,1,4,2,2,0.93,0,1
87,342,1,2,0,0,0.23,0,0
87,511,1,2,0,2,0.42,0,0
87,784,1,4,2,2,0.83,0,1
88,643,1,3,1,1,0.73,0,1
88,820,1,4,0,2,0.06,0,0
89,199,1,4,0,0,0.47,0,0
89,165,1,4,2,2,0.93,1,1
90,601,1,4,0,1,0.2,0,0
90,368,1,1,0,0,0.39,0,0
90,97,1,5,0,1,0.0,1,0
90,851,1,2,1,1,0.79,0,1
91,57,1,3,2,2,0.63,1,1
91,939,1,1,1,1,0.96,1,1
91,447,1,2,0,0,0.06,0,0
91,665,1,5,1,1,0.76,0,1
91,654,1,4,1,1,0.65,0,1
91,567,1,5,0,0,0.36,0,0
92,800,1,2,0,1,0.09,1,0
92,470,1,2,0,0,0.03,0,0
92,326,1,1,0,1,0.07,0,0
92,877,1,1,0,0,0.27,0,0
93,156,1,3,1,1,0.74,0,1
93,258,1,4,2,2,0.86,0,1
94,601,1,5,4,4,0.84,1,1
94,801,1,4,0,0,0.08,0,0
94,767,1,5,2,2,0.86,0,1
94,346,1,4,1,1,0.82,0,1
94,739,1,2,0,0,0.11,0,0
94,585,1,2,1,1,0.91,0,1
94,545,1,4,0,1,0.44,0,0
94,833,1,3,1,1,0.96,1,1
94,356,1,2,1,1,0.71,0,1
94,277,1,3,0,1,0.15,1,0
94,198,1,2,0,1,0.35,1,0
95,682,1,1,1,1,0.96,1,1
95,708,1,1,0,0,0.24,0,0
95,547,1,4,1,1,0.62,1,1
95,304,1,5,0,1,0.45,0,0
95,299,1,1,0,0,0.09,0,0
95,285,1,2,1,1,0.68,0,1
95,908,1,2,0,1,0.29,0,0
95,140,1,1,1,1,0.64,0,1
96,549,1,1,1,1,0.71,0,1
96,945,1,5,1,1,0.8,0,1
96,993,1,1,1,1,0.97,1,1
96,123,1,4,2,2,0.8,0,1
96,253,1,5,0,0,0.31,0,0
96,210,1,1,0,0,0.43,0,0
96,393,1,2,2,2,0.61,0,1
97,468,1,1,0,1,0.45,1,0
97,712,1,4,0,0,0.17,0,0
97,39,1,4,1,1,0.84,0,1
97,583,1,2,2,2,0.81,0,1
98,234,1,5,1,1,0.92,0,1
98,435,1,2,1,1,0.62,1,1
98,966,1,1,1,1,0.61,0,1
98,352,1,2,1,1,0.92,0,1
99,328,1,5,1,1,0.67,1,1
99,199,1,3,2,2,0.75,1,1
99,940,1,2,1,1,0.77,1,1
99,899,1,5,2,2,0.93,0,1
100,550,1,3,2,2,0.67,1,1
100,781,1,5,1,1,0.6,1,1
100,460,1,5,0,0,0.48,0,0
100,699,1,3,0,1,0.47,1,0
100,833,1,2,0,0,0.0,0,0
100,670,1,3,0,2,0.21,0,0
101,158,1,2,0,0,0.29,0,0
101,334,1,5,2,2,0.75,0,1
101,357,1,2,0,0,0.01,0,0
101,114,1,4,0,1,0.27,1,0
101,967,1,3,0,1,0.46,0,0
101,766,1,3,0,0,0.1,0,0
101,869,1,1,0,1,0.4,0,0
101,253,1,5,2,2,0.91,0,1
101,462,1,5,0,0,0.16,0,0
102,368,1,2,1,1,0.81,0,1
103,503,1,4,1,1,0.62,0,1
103,121,1,5,3,3,0.91,0,1
104,52,1,4,0,0,0.37,0,0
104,436,1,1,0,0,0.17,0,0
104,585,1,3,2,2,0.62,2,1
105,662,1,4,0,1,0.24,1,0
105,691,1,5,0,1,0.08,0,0
105,204,1,3,2,2,0.87,1,1
105,141,1,4,0,1,0.42,1,0
105,139,1,4,3,3,0.81,0,1
105,70,1,2,1,1,0.98,1,1
106,695,1,3,1,1,0.9,0,1
106,549,1,4,4,4,0.83,3,1
106,71,1,2,1,1,0.66,0,1
106,898,1,5,2,2,0.92,0,1
107,87,1,4,1,1,0.93,1,1
107,720,1,2,1,1,0.64,0,1
107,382,1,2,0,0,0.02,0,0
107,767,1,3,2,2,0.62,0,1
108,416,1,2,1,1,0.68,0,1
108,574,1,4,2,2,0.69,1,1
108,47,1,1,0,0,0.35,0,0
108,857,1,5,0,0,0.5,0,0
108,880,1,4,2,2,0.7,1,1
108,77,1,4,3,3,0.82,1,1
108,314,1,5,0,1,0.44,0,0
108,486,1,5,2,2,0.95,0,1
108,837,1,2,0,1,0.17,0,0
109,1000,1,4,1,1,0.67,0,1
109,969,1,2,2,2,0.9,1,1
109,637,1,3,0,2,0.37,1,0
109,419,1,2,2,2,0.62,1,1
109,793,1,3,1,1,0.69,0,1
109,601,1,1,0,0,0.34,0,0
109,603,1,4,1,1,0.64,0,1
109,700,1,3,1,1,0.85,0,1
109,760,1,1,0,1,0.25,0,0
110,409,1,5,4,4,0.77,1,1
110,445,1,2,0,0,0.18,0,0
110,64,1,1,0,0,0.42,0,0
110,862,1,3,2,2,0.84,2,1
110,112,1,4,2,2,0.87,0,1
111,439,1,5,0,2,0.43,1,0
111,248,1,5,1,1,0.98,0,1
111,473,1,1,0,0,0.03,0,0
111,934,1,1,0,1,0.38,0,0
112,569,1,2,0,2,0.28,0,0
112,837,1,5,0,1,0.18,1,0
112,212,1,5,2,2,0.65,0,1
112,825,1,2,0,1,0.14,1,0
112,759,1,4,2,2,0.82,2,1
112,262,1,2,0,0,0.36,0,0
112,60,1,3,1,1,0.71,0,1
112,877,1,3,1,1,0.86,1,1
112,160,1,1,0,1,0.45,0,0
112,425,1,2,0,0,0.12,0,0
112,621,1,2,1,1,0.96,0,1
112,944,1,1,0,0,0.12,0,0
114,670,1,4,1,1,0.67,0,1
114,157,1,2,1,1,0.71,0,1
114,304,1,5,1,1,0.9,0,1
114,818,1,2,0,2,0.46,1,0
114,13,1,4,2,2,0.61,0,1
115,395,1,2,0,1,0.31,0,0
115,578,1,5,2,2,0.92,1,1
116,168,1,3,0,0,0.29,0,0
116,699,1,3,1,1,0.94,1,1
116,398,1,4,1,1,0.68,0,1
116,427,1,4,2,2,0.67,0,1
116,17,1,5,2,2,0.69,1,1
117,465,1,3,0,1,0.23,0,0
117,93,1,3,1,1,0.73,0,1
117,384,1,3,1,1,0.63,0,1
117,705,1,3,2,2,0.72,0,1
117,260,1,5,0,0,0.1,0,0
117,373,1,4,0,0,0.47,0,0
117,427,1,4,1,1,0.73,1,1
117,647,1,1,0,0,0.17,0,0
117,100,1,4,2,2,0.84,1,1
118,44,1,3,0,3,0.02,1,0
118,668,1,2,0,2,0.34,0,0
118,446,1,3,2,2,0.62,0,1
118,362,1,3,1,1,0.65,1,1
119,983,1,4,0,0,0.32,0,0
119,195,1,1,0,0,0.01,0,0
119,68,1,5,2,2,0.87,1,1
119,707,1,2,1,1,0.97,1,1
120,633,1,2,0,2,0.41,1,0
120,830,1,1,0,0,0.42,0,0
120,735,1,3,1,1,0.99,0,1
120,224,1,5,2,2,0.94,2,1
120,978,1,5,1,1,0.8,0,1
121,168,1,5,1,1,0.96,0,1
121,91,1,4,1,1,0.7,0,1
121,524,1,3,1,1,0.97,0,1
121,773,1,2,1,1,0.88,0,1
121,878,1,2,1,1,0.75,0,1
122,868,1,3,1,1,0.88,1,1
122,502,1,2,0,0,0.29,0,0
122,248,1,4,2,2,0.9,1,1
122,451,1,5,1,1,0.83,0,1
122,655,1,2,0,0,0.34,0,0
123,243,1,4,1,1,0.81,0,1
123,943,1,5,3,3,0.72,3,1
123,11,1,3,1,1,0.74,1,1
123,410,1,3,3,3,1.0,2,1
124,508,1,4,1,1,0.95,0,1
124,298,1,4,1,1,0.61,1,1
124,460,1,4,2,2,0.82,0,1
124,319,1,2,0,0,0.21,0,0
125,62,1,3,2,2,0.75,1,1
125,836,1,2,1,1,0.82,0,1
125,433,1,2,0,1,0.44,0,0
125,263,1,5,1,1,0.79,1,1
125,446,1,4,0,0,0.07,0,0
125,117,1,2,0,1,0.31,0,0
125,841,1,5,2,2,0.72,2,1
126,155,1,1,1,1,0.91,0,1
126,428,1,5,1,1,0.84,1,1
126,881,1,1,0,0,0.11,0,0
127,556,1,1,0,0,0.24,0,0
127,860,1,1,0,0,0.29,0,0
127,759,1,1,1,1,0.82,1,1
127,257,1,4,0,2,0.33,1,0
127,519,1,2,1,1,0.65,0,1
127,95,1,2,0,0,0.1,0,0
127,683,1,1,0,1,0.22,0,0
127,426,1,2,1,1,0.61,0,1
127,591,1,1,0,0,0.29,0,0
128,303,1,2,0,2,0.38,0,0
128,508,1,5,2,2,0.94,0,1
128,344,1,4,1,1,0.77,0,1
128,444,1,3,0,0,0.49,0,0
128,562,1,1,0,1,0.42,1,0
129,306,1,5,2,2,0.66,0,1
129,834,1,5,0,1,0.0,1,0
129,839,1,4,2,2,0.75,1,1
129,422,1,4,0,3,0.2,1,0
129,921,1,1,0,0,0.32,0,0
130,867,1,1,0,1,0.47,0,0
130,142,1,5,1,1,0.81,0,1
130,318,1,5,1,1,0.72,0,1
130,799,1,4,0,1,0.16,1,0
131,664,1,1,0,0,0.09,0,0
131,529,1,1,0,0,0.34,0,0
131,819,1,5,1,1,0.67,0,1
131,286,1,3,1,1,0.63,0,1
131,929,1,5,2,2,0.6,0,1
132,676,1,3,0,0,0.09,0,0
133,543,1,1,0,0,0.14,0,0
133,640,1,5,0,2,0.11,0,0
133,225,1,4,0,1,0.11,0,0
133,841,1,2,0,1,0.38,0,0
133,67,1,1,0,1,0.49,0,0
134,415,1,1,0,0,0.2,0,0
134,418,1,5,4,4,0.72,0,1
134,216,1,2,2,2,0.81,1,1
134,169,1,2,0,0,0.21,0,0
134,503,1,2,1,1,0.64,0,1
134,890,1,5,1,1,0.89,0,1
135,394,1,5,0,1,0.48,0,0
136,444,1,3,1,1,0.9,1,1
136,380,1,3,1,1,0.62,1,1
136,848,1,3,0,0,0.32,0,0
136,651,1,4,0,1,0.13,1,0
136,544,1,1,1,1,0.96,0,1
136,5,1,3,1,1,0.79,0,1
137,849,1,4,2,2,0.71,0,1
137,652,1,4,1,1,0.99,0,1
137,965,1,5,3,3,0.82,0,1
138,630,1,2,0,0,0.41,0,0
138,196,1,2,0,0,0.25,0,0
138,536,1,3,1,1,0.87,0,1
138,670,1,1,0,0,0.17,0,0
138,79,1,1,0,0,0.03,0,0
138,88,1,1,0,1,0.05,0,0
138,579,1,4,1,1,0.98,0,1
138,208,1,4,1,1,0.63,0,1
138,983,1,4,1,1,0.78,0,1
139,352,1,5,1,1,0.83,0,1
139,242,1,4,1,1,0.98,0,1
139,162,1,1,0,0,0.34,0,0
139,323,1,1,0,0,0.23,0,0
139,139,1,2,1,1,0.78,0,1
139,198,1,1,0,1,0.02,0,0
139,64,1,4,0,0,0.29,0,0
140,259,1,4,1,1,0.66,0,1
140,419,1,3,1,1,0.97,0,1
140,342,1,5,1,1,0.95,0,1
140,861,1,1,0,0,0.42,0,0
140,915,1,5,0,1,0.14,0,0
140,431,1,1,0,0,0.45,0,0
140,212,1,2,1,1,0.96,0,1
140,965,1,2,1,1,0.77,1,1
141,441,1,5,0,1,0.13,0,0
141,45,1,4,1,1,0.69,1,1
141,568,1,3,0,0,0.49,0,0
141,507,1,1,0,0,0.36,0,0
141,235,1,1,1,1,0.93,0,1
141,853,1,3,1,1,0.68,0,1
141,643,1,5,2,2,0.7,0,1
141,280,1,5,1,1,0.7,1,1
142,654,1,1,0,0,0.4,0,0
142,765,1,2,2,2,0.71,1,1
142,79,1,3,1,1,0.66,0,1
142,702,1,1,0,0,0.36,0,0
143,345,1,2,0,1,0.47,0,0
